,anthesis.ARIHAS_2013_drought,anthesis.ARIHAS_2013_watered,anthesis.BIOGAI_2012_drought,anthesis.BIOGAI_2012_watered,anthesis.BIOGAI_2013_drought,anthesis.BIOGAI_2013_watered,anthesis.BIOGRA_2013_drought,anthesis.BIOGRA_2013_watered,anthesis.BIONER_2012_drought,anthesis.BIONER_2012_watered,anthesis.BIONER_2013_drought,anthesis.BIONER_2013_watered,anthesis.KWSCAR_2012_drought,anthesis.KWSCAR_2012_watered,anthesis.KWSKRK_2012_drought,anthesis.KWSKRK_2012_watered,anthesis.KWSKRK_2013_drought,anthesis.KWSKRK_2013_watered,anthesis.KWSMUR_2013_drought,anthesis.KWSMUR_2013_watered,anthesis.SYNHUN_2012_drought,anthesis.SYNHUN_2012_watered,anthesis.SYNHUN_2013_drought,anthesis.SYNIT_2013_drought,anthesis.SYNIT_2013_watered,anthesis.UNIBO_2012_drought,anthesis.UNIBO_2012_watered
11430_usda,63.15568905,68.52831277,64.06592175,64.23822839,77.00771548,75.89117064,66.00671997,67.22379654,68.15498122,67.23432177,68.22033375,67.12497547,70.1384478,68.99276845,64.56216847,62.71163024,67.33879713,66.6185246,59.37740861,60.90658142,65.11313414,66.55907646,70.65909627,70.88041273,70.43616349,66.11518702,65.08547489
A3_inra,68.65034823,66.90000221,67.36537719,64.58631527,76.73821382,76.82628529,67.79167936,67.82183571,68.71258573,68.48255308,70.93188434,68.50051794,71.21664687,71.63354971,65.03935702,64.21584054,66.82921473,65.09782654,60.21907021,62.90748715,70.40944947,67.0851833,72.1506159,72.43711487,71.27894316,66.64552147,65.73937367
A310_inra,69.65319131,69.62794654,66.67741604,65.53804913,77.67238245,76.7086461,67.50090996,68.18623599,67.71582672,69.00330704,71.93042739,67.74452775,69.50850364,67.4109047,66.09283767,64.74748697,65.98595781,65.44793008,60.45796922,62.48780304,63.60719083,66.67672018,69.9297428,70.29266416,71.24074954,65.21632718,63.61027388
A347_inra,71.15761887,69.01390602,64.92067409,69.11577062,81.20316447,77.58498892,69.61122915,69.35533793,70.18533697,69.85357565,76.10175265,71.53137335,73.26289845,72.60727668,65.37831117,64.45670414,68.8850467,65.48987777,61.47048494,61.81311844,69.56957385,68.20603695,73.88613625,71.63138811,75.41792337,70.85451737,67.88911744
A374_inra,67.96996868,70.19565956,66.37495696,67.82053527,78.24011959,77.34298794,68.53674405,69.2460862,69.07037929,69.44532988,72.84795698,69.59222382,71.85508115,70.56349174,67.66527132,65.28051356,67.78906853,65.45608683,64.61955355,65.49748571,70.72107505,68.07875917,72.22050674,73.79572561,73.33449964,67.64907654,64.40043385
A375_inra,65.58971989,66.76050666,64.463451,65.0423281,77.83015867,78.04853569,68.03235373,68.5184931,69.23382089,68.60411046,72.23288061,69.91076821,71.12190944,71.67503659,64.91871967,65.62542443,68.73466198,65.44130608,61.36950864,62.24470388,70.83370029,68.40977459,74.41997681,72.83963984,72.53544258,67.35286506,65.20852593
A554_inra,65.64407416,64.36619564,62.19975925,63.98304155,75.12297615,72.19787054,65.69054,64.89253479,63.58096068,67.46371637,66.37366965,64.29206473,69.48104265,64.70481436,62.11639792,59.89467795,63.93782621,62.04010972,56.68772074,58.04120249,63.31282234,65.76799011,67.98792998,70.4168581,68.93594781,65.30255061,64.22443328
AS5707_usda,72.51692289,74.10587924,70.80895795,69.57947791,85.80995684,77.28781778,74.16412093,71.90320649,70.73008063,73.95577193,77.69256805,75.5565956,75.46484174,72.7442701,68.8166366,66.11803947,70.75627905,69.966146,63.96835169,60.72520919,71.38094883,68.56210661,75.60250227,73.8063048,73.48016158,71.96362264,71.68745542
B100_uh,71.95724156,69.09981002,66.22896155,65.18118172,81.27380088,77.40283494,69.60360529,68.06775498,69.74333732,69.07341593,75.20719265,69.4485111,71.9050711,72.07955267,64.94711209,63.73023124,68.01787887,64.7132131,63.49726661,62.13434114,68.01170746,67.42500266,71.53918777,73.36332413,73.64681091,69.78564272,65.34990887
B104_inra,68.96228334,70.52860699,70.64058727,68.15154902,85.35022801,77.81852914,73.35261377,71.34463596,69.66796263,71.60897334,78.46258228,73.8792207,73.32832986,72.11808265,67.23509807,69.91915939,69.55741095,68.58623162,61.0554827,64.17769505,70.18172818,67.61638702,73.13848783,71.83133339,75.31522076,72.22695187,66.485141
B105_inra,65.12261933,67.02782894,68.33789447,64.14578224,79.47150389,74.27327593,71.85029584,68.47867401,68.70491416,69.03816292,72.09989217,71.45093261,70.88472096,70.98757243,64.99669016,64.87220902,67.33879713,65.53008962,62.70276163,64.37693035,65.72489551,66.02706751,70.42381453,73.32740726,70.20410588,65.96354453,65.30658511
B106_inra,68.47972151,72.27406579,70.74238251,70.7130536,85.40433536,79.2724261,71.18139972,72.56278612,71.38511975,71.79764712,76.49424687,74.55691858,73.2653458,71.1375972,70.86640328,69.39432637,71.24784837,68.97852331,66.53740106,66.37867031,70.24556473,68.9909543,78.88731249,73.00800883,72.8910989,71.46856247,68.3565712
B107_inra,68.64990077,69.54427836,68.63781119,65.96974684,81.38681737,78.48423868,71.05132995,69.69373424,70.1963846,70.39001953,74.76771304,70.41109441,70.85268899,69.1684415,66.51278397,67.1018569,68.35700528,66.85097367,60.85124557,62.97444744,70.07612509,65.45706709,72.70754647,73.79843026,74.48307803,68.9864943,67.95744872
B108_uh,68.63798191,70.79223071,70.44675202,69.02804183,79.88730784,77.88651221,68.22598636,68.90308084,69.40482097,70.39740191,75.4938551,70.00325887,74.05949181,74.00027586,64.92086524,62.33242173,67.03819709,65.53008962,63.43655534,64.11786524,70.63316186,68.34240601,73.11932456,71.65022658,70.61199642,71.6861889,66.98333213
B109_uh,69.99501741,67.67198392,66.37498926,67.95639413,82.93421716,77.43575963,69.27956489,69.11373461,69.24103593,70.09007294,73.25087014,70.73842883,70.33857689,70.60031934,65.14582056,64.59223811,67.40515662,65.58590477,61.28113401,65.71191868,67.45343521,65.57965694,73.14694602,71.18156604,69.17017158,66.38125389,65.11598475
B110_uh,67.6873514,69.55122806,72.13383837,69.623898,79.60790366,77.37973195,74.20547081,70.32172811,70.25394641,70.1943061,77.11225165,73.26838997,73.43799472,70.75778356,66.70801116,65.41193648,69.93486582,67.43034729,62.6466972,64.31877937,69.2375979,68.109886,74.58286576,72.7599968,72.17311387,68.1018235,65.36464036
B113_uh,70.2829284,65.39901949,68.01787284,67.2491845,84.44774225,77.42363266,70.92100078,69.57421864,69.37877926,70.86716902,75.44567748,70.82270938,72.33536657,72.1598407,66.03755857,64.32981507,67.12344397,68.03764194,61.65910551,64.32006739,70.98801539,66.77334936,74.04229899,72.09425101,71.53138711,68.90038582,65.17028151
B37_inra,69.84900367,72.25313643,69.8421176,67.918705,83.52407417,77.85062774,72.64084744,70.66946909,71.87005546,71.67452044,77.21952557,72.17130828,73.8569766,72.37865249,67.91295487,66.16753751,69.61696845,68.76942396,63.53788412,66.55239634,70.80467935,67.809747,76.69142751,72.08656992,72.69675455,70.83238179,70.0398599
B73_inra,69.62619915,70.36845353,67.30776,67.444327,81.5865171,77.25942579,70.75227683,69.25129549,69.52229726,69.3353203,74.56575981,71.32861307,70.46276215,70.15940631,66.25574191,64.61544879,68.25984658,66.4052895,60.48972316,63.39723199,67.08391557,66.93788581,73.15171176,75.08330952,74.15168756,66.93786695,66.2609974
B84_inra,70.31591572,68.88416305,69.56835697,67.92389592,84.90077888,77.15072869,70.81412047,70.93005716,71.00119353,71.72450683,77.87348973,75.1244694,73.02183851,72.08656383,66.61685706,64.81297962,68.16763586,70.23914332,61.89957742,63.56377062,67.65627356,66.14544497,74.83704489,72.26503373,71.09752369,70.35993436,66.06304305
B89_inra,65.08759832,63.73443226,65.33742823,63.06181357,77.11282726,72.89957956,68.09290935,65.48728621,65.3769062,66.75020559,68.61748991,64.07014005,69.62990221,68.37518367,63.22428523,61.89851443,66.34483721,64.13142028,58.79857767,59.31467757,66.78299006,65.90015885,68.68160749,71.68894418,71.97806403,65.46068912,64.84093099
B97_usa,68.1391602,70.93116655,70.84045638,69.3538227,80.39082898,78.82388453,67.20398669,70.21507477,68.66386739,69.37688111,77.22069248,69.60732292,72.98433682,70.21702558,65.91429646,65.29634422,71.54284377,70.96778039,62.84328437,64.70865012,68.99651752,66.30044609,75.83614243,73.64509014,72.89400916,68.94499715,67.00659067
B98_uh,69.77275694,71.32207372,68.7736862,69.91711275,84.0627138,79.32272292,72.77821658,71.2011099,70.23224878,69.16727609,75.94731126,74.39584747,72.33902792,71.34003411,67.6976106,67.84523294,71.25252255,67.88510432,63.64519108,64.07537442,71.00281292,67.05497829,75.02506434,73.14608889,72.66454143,70.26933317,69.37084955
C103_inra,70.25470618,68.98874826,74.14098686,70.33415325,84.93922428,79.57756617,71.19998902,72.51057599,72.79543787,74.20950534,78.94884451,77.15442394,73.83660949,71.32000563,68.78815891,64.0232374,70.64685512,71.36138098,66.94482995,69.05757447,72.72729085,68.4925567,78.42302967,75.86186748,75.42366687,72.75186802,70.3087025
CO109_inra,61.12755013,60.77510375,65.45203092,63.27745395,77.94381945,73.21257306,65.71974822,65.07169562,69.18686881,67.76985195,64.06149696,63.29273057,68.78512206,67.29681106,62.95277548,61.94938705,63.13460134,60.95589939,58.43407374,58.06379995,64.16366083,66.14209966,68.10536534,69.98323006,72.68687534,61.46266027,61.76993143
CR1Ht_usda,64.23659849,64.71419256,63.26207371,63.26778939,75.98639593,71.59146573,66.40317498,65.08607979,66.59180615,67.41054815,69.19124708,64.78121602,71.49981258,63.60808977,62.06679079,61.34885263,65.54235396,62.90267804,60.45277909,59.73232268,63.74856664,64.40931408,70.28563229,69.19900444,70.38696534,64.99057756,63.33168556
D09_uh,59.75822361,64.18055404,63.18559777,62.40151266,76.12962632,71.22834202,65.02377911,63.37079276,64.2072128,65.49792482,65.9970107,62.10872446,63.54987783,69.8998772,59.1207891,59.01056539,62.19207899,61.6654516,57.52281994,56.50804176,63.84454029,63.76743822,66.75712798,69.32374497,67.36036348,60.31047381,61.83267506
DE811_inra,69.8943089,72.50740428,70.65469626,70.52569506,83.0217507,79.53995767,71.92438278,71.49893162,71.31606929,70.87859279,76.99543673,73.55723494,71.95508033,74.04965014,68.58983989,68.18818598,70.89621249,66.99057499,65.17419149,68.49977031,73.00425957,69.67648565,77.10037662,72.60182422,73.58154748,71.62688039,68.45795434
DK4676A_usda,63.17634187,72.43409875,67.92818543,64.46488292,75.97422293,71.60162728,66.84305675,66.2032837,68.94971168,69.39404982,70.46456327,66.43114446,71.65780016,68.37586276,62.17456278,61.79814002,64.90138879,65.57320024,59.28573972,60.38254462,63.82517188,63.51923843,68.13080431,71.94785497,72.62767513,66.08291291,65.0810404
DK78010_usda,67.13982866,65.42448574,69.39363533,64.04785443,76.64188954,74.71384874,66.13530412,67.69908019,69.21422238,69.05048154,73.34510806,69.05165362,70.16173994,69.99005856,64.69796491,64.05187383,64.6906278,66.2770554,60.44191371,63.67009124,65.84200293,65.85138231,72.49794026,70.76295699,73.38506485,67.04741501,63.4985125
DK78371A_usda,71.26914216,70.53165358,68.53540541,69.50782471,83.1002064,77.4362374,70.96323376,70.59073616,70.53666076,70.86267239,76.58982758,73.45980133,72.39846528,72.95221916,66.65874802,66.00535831,68.7072437,67.9413282,64.97622764,65.93248073,72.10417247,67.54097615,75.55695566,73.8783942,72.74889422,71.240189,65.03733188
DKFAPW_usda,65.04609288,65.22601985,63.97041187,64.08382535,76.16393136,76.5185289,71.03131626,67.2610104,68.91418015,69.23690483,72.14539585,68.95666447,70.31911292,69.85762909,63.58616473,61.94856347,66.74160249,64.49344157,60.21714724,61.89852747,65.17536437,65.82563224,70.75529656,72.15021478,71.29538214,66.9645521,65.1485544
DKFBHJ_usda,69.26782152,70.95821863,66.00581881,63.9225381,76.51741087,76.31482511,68.83011193,67.554558,68.56099712,68.77530605,72.68407116,69.38793422,70.80245824,70.53468464,63.94626466,63.69071967,67.11956114,64.82861155,59.86246785,60.61494728,63.58955511,66.2010957,70.48887941,70.91158781,72.89767122,67.36836983,63.31345623
DKIBO2_usda,61.03004745,67.00493613,62.42376664,62.12377934,75.02160166,71.33534085,67.74394802,64.51083608,65.26813649,65.12145892,64.8873008,63.96643802,62.47199473,65.0924706,61.78584446,60.84993437,64.12359736,63.8958707,57.29737118,60.01814088,63.76560514,65.73183956,67.84182018,70.30067257,72.89638754,61.81952481,61.44088715
DKMBST_usda,69.77871525,70.82637357,69.7737962,69.60848306,82.03860169,77.6959961,66.28196755,70.55995728,71.51461419,71.56233356,76.47874398,73.49819987,74.08618377,72.02129313,65.38697626,66.22609017,68.2849781,67.70419694,65.07591763,66.62356675,72.14228416,69.85449537,74.18817637,72.77337483,74.0179361,70.25752716,68.81556078
EA3076_csic,69.343675,70.15200528,66.63948038,67.06393282,79.92465267,77.5716483,70.52746361,69.5912061,70.71581647,70.73021854,73.02611822,70.53684346,71.70907707,69.05185575,65.7826363,66.09698075,67.47191858,67.06284281,60.46376245,65.69266762,71.18794118,70.10703552,72.51118514,72.4846482,72.67102498,68.13363041,66.73770818
EC136_ciam,62.25260644,61.35177021,62.52774193,62.86854878,76.40899885,72.42284393,65.40976569,64.26909585,66.04551361,65.84239467,63.40882591,62.97533037,65.47231345,66.18726563,61.08104195,60.39753224,63.30273046,61.81563375,57.99550771,58.59234835,63.43916839,65.03858439,68.17559802,70.60827251,69.57022991,64.41334865,61.60241206
EC140_ciam,63.61505369,65.38966785,64.45267797,63.95991926,78.86281739,74.51854916,66.71009303,66.15703693,68.79864396,68.63337779,71.23532239,66.58000361,69.30722782,67.42309153,62.09494521,62.49459577,63.7287099,62.72171624,60.54392996,60.57384643,64.83773218,66.0004782,71.05489115,73.47164628,74.13775401,64.723682,61.75309391
EC151_ciam,70.31646997,68.84405179,64.36653241,65.20729534,79.9864875,77.71532042,66.68727378,68.76055081,68.78220247,69.07783751,73.98051827,71.3689319,71.50403761,70.95545312,65.53575106,65.88320717,66.77921622,64.5295236,61.85182173,63.92774768,67.65529672,66.45956735,71.88392949,71.29433384,71.13935279,69.64197014,65.02105799
EC169_ciam,61.84519018,63.94657163,64.06278528,66.45569617,75.41313476,72.57831323,68.46995381,65.37758855,66.33523545,65.66139219,66.40778018,62.87118553,70.17926687,70.00924488,61.85522452,61.3684889,66.1904654,64.52090364,56.70858078,60.36859423,63.45302589,64.60888028,69.25529172,70.6950191,70.12104242,65.21115036,62.84378311
EC175_ciam,62.77659352,64.21270823,64.32317315,63.79427982,76.60714709,74.68594489,69.19456146,66.77744567,67.3098652,70.76824578,69.5460608,66.00863621,70.18026343,68.98717895,63.04227905,62.77797223,65.08258772,64.242501,60.29201929,59.78505026,66.86904769,65.37822057,70.04107845,71.46163474,70.33383003,65.04511216,65.25354247
EC232_ciam,64.23365675,66.25843662,66.35157627,63.99771023,78.25133445,73.14174171,68.00859152,66.88566604,68.55125068,67.76048588,71.58941135,68.35433736,73.22253971,70.36959888,63.8267117,63.76188074,64.49019702,65.2622501,61.00857787,60.25431448,65.6709517,66.26356753,72.05532055,71.0626022,72.74866155,68.65817839,65.43546809
EC242C_ciam,60.30861479,62.45941825,63.435852,62.45016739,76.31071565,72.96640299,64.53944575,64.48990027,65.68912768,65.92379463,66.00405381,62.15355005,66.29658006,64.80733553,63.36148425,58.7436226,65.14574821,63.38698626,56.68188578,56.67496816,63.47408327,63.7594466,69.22050137,70.27194808,68.92765917,62.90489749,62.1654726
EC334_ciam,69.41556832,67.67322473,67.87108635,65.22762766,79.03259148,78.24549001,67.86559248,69.52825026,69.52709696,71.10292543,74.68658735,71.20725135,69.99003472,68.87464723,67.62695848,63.9839523,68.22093467,67.03486484,60.59634868,63.46087434,68.03349083,65.15931139,72.0134633,71.1318756,69.389688,66.64238225,65.47162117
EM1027_inra,68.5329803,68.26401086,67.83103193,69.02799246,81.87179058,77.22966286,70.83119491,69.53236942,69.22954416,69.66606556,74.216103,70.30729622,74.89667383,73.22183198,65.55131665,65.05151671,68.63321622,67.8005321,64.90824078,70.08274252,70.46101108,67.46967586,72.63974157,73.00315538,71.60082457,69.95653182,65.01025874
EM1163_inra,61.53875051,61.27927035,62.63332426,62.52815088,76.80071297,72.48894287,66.07921776,64.58647921,66.17895867,67.02677498,65.99934657,63.94932027,63.2407809,65.13136038,61.92539566,59.89228739,62.87735658,62.16028589,58.05336284,59.78717843,64.68084837,65.96443174,68.65139365,70.28312508,68.39514769,63.61121269,65.07078916
EP10_csic,68.15625987,61.22788159,64.18573339,63.72980003,78.6268852,76.51869922,71.68150632,67.07338205,68.34360262,68.8244939,71.27233451,65.44927935,70.35764897,65.96176028,64.9204287,64.2729144,66.79359647,63.81918951,61.18874454,59.46357119,67.52121433,66.5068092,70.78415771,71.62536489,69.65233348,65.1783408,65.01825511
EP2008-18_csic,68.09793967,67.15801271,63.79982009,64.93448713,77.29290789,75.45158476,69.41900162,67.32124742,69.14432989,68.03548606,74.26086997,70.61705994,68.94451355,67.66852839,62.93912145,61.64743311,67.30868566,65.60387009,60.12474833,62.70002267,67.57266827,65.42622199,72.12009058,70.60701473,70.675598,67.10513233,65.14501789
EP2008-22_csic,64.09430515,66.03670404,63.53552527,64.6224001,76.65771115,76.62965434,65.74213029,66.80610273,66.7400441,66.25256918,72.3879017,67.09813485,66.46127993,64.45018462,61.12310494,63.83465043,66.42195904,65.72915128,59.3665023,60.41285821,65.29961266,65.42540926,70.16557451,70.85735461,69.69919521,68.63420985,62.70047738
EP29_csic,67.91475923,66.69596656,57.51027246,63.30891555,76.12942196,72.39930466,68.86109464,66.98587665,68.77146664,69.09662419,70.7258235,67.18812904,70.06404619,67.30484879,64.86657245,62.85020032,66.82547008,64.82861155,59.80736977,59.12170753,67.92497367,67.04559878,70.30584394,71.96918001,72.79894117,66.89369721,64.35843922
EP51_csic,61.80214925,60.68500222,62.37761175,63.7924049,77.20845403,70.8948837,66.42537883,64.54368909,66.06196568,67.15600063,67.82378812,63.32605528,70.29675981,69.71684882,62.29697446,61.0688381,61.30982338,61.05708239,59.39639138,60.44193864,65.26019788,65.68309523,67.21882968,70.35767326,72.77648286,65.75746363,64.97622487
EP52_csic,69.92961981,64.5966117,70.64874215,65.73201397,79.59632478,77.15707455,70.30002277,69.95108141,70.63133198,70.28322928,75.79515563,70.08602941,70.73048059,69.71759811,67.58530156,67.76085601,67.40702418,68.70823905,65.27619015,64.82792471,68.94253683,67.36699704,74.69934902,71.84532088,71.92864665,67.88679361,65.42768955
EP55_csic,65.19897195,66.91405259,65.67971605,66.55177933,77.13681123,74.97786376,67.53839938,67.44367774,68.45236223,67.72661378,71.77931752,67.95544644,72.27126895,69.53001622,63.38864166,63.68678388,66.59436402,65.70589457,62.90129201,62.05725275,70.01345256,65.48399189,72.16654041,71.67391517,69.54406534,68.40158409,65.2252689
EP67_csic,61.51475497,64.06154961,64.52221812,64.15339958,76.47801157,72.6993037,65.27862828,65.93822852,67.14735611,66.0074106,69.92736865,68.49240318,65.50459847,66.63805291,62.00372179,61.45548516,65.11726297,64.30952129,57.46889659,59.0584331,65.65343318,65.28227504,70.27206444,70.59532923,70.23998263,65.55968929,62.44943247
EP72_csic,66.7789672,67.48284499,66.81530866,65.69897425,80.70436257,76.39009812,71.5281489,68.09420893,70.11622479,69.06701437,74.98068948,69.80572881,73.11594454,71.99776296,64.47353606,64.52281935,68.97039004,64.68161231,62.76813105,66.72630491,71.10116888,67.25758432,75.08277331,71.8021147,70.07607199,68.22970945,65.15528282
EP77_csic,62.34517689,68.30676555,64.15522223,63.36014739,76.51340152,73.96343465,67.00760011,65.33487002,66.44109999,65.71458639,69.73025376,65.86008001,68.99650009,69.09091578,61.96465958,60.3627515,64.33829807,63.62549713,59.20813977,59.94298702,65.06686627,65.06780963,70.91091453,71.52887872,69.68657404,63.78661989,65.21587519
EZ11A_csic,70.90392005,66.30918416,69.23595447,66.2116723,84.59987198,78.21909884,71.00029604,70.83160476,70.38357442,70.15603451,77.90937052,73.37878726,74.35513663,70.52645328,68.07624113,68.20918924,69.90606818,69.32844641,65.46600868,66.14098866,70.27839176,68.70012273,75.6965471,73.99213537,71.31049387,67.79188677,64.7671273
EZ18_csic,70.77869153,73.60249052,76.06224464,74.47608742,89.05184171,79.70084856,73.94517357,74.94640409,74.91482162,75.41066675,83.4747386,78.16735169,76.55914589,76.35712967,73.20021756,70.43095655,72.12736632,71.18536967,66.20295402,68.56872719,76.68366849,75.07689857,75.568934,74.7515537,74.36691068,74.53340645,74.92912215
EZ31_csic,69.91306177,69.76868791,67.22426194,68.59328874,82.55845695,76.7045332,72.21189223,70.08727568,69.84336048,71.79498505,74.92732004,72.40523516,70.91629379,70.22095559,64.89182975,64.79968989,71.06049121,69.13129982,62.03435516,63.5038654,69.82076998,67.75996382,74.19975877,72.73848115,72.91226139,68.37230458,68.37214446
